DULICA;ULICA;PSC;DPOSTA;POSTA;POZNAMKA;OBCE
Mosadzná;Mosadzná;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Moskovská;Moskovská;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Murgašova;Murgašova;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Muškátová ulica;Muškátová ulica;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Èiertolí;Na Èiertolí;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Na Dolinky;Na Dolinky;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Na Graniari;Na Graniari;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Hrbe;Na Hrbe;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Karlove;Na Karlove;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Kútinách;Na Kútinách;976 34;Tajov;Tajov;;Banská Bystrica
Na Lúèkach;Na Lúèkach;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Na Motyèinách;Na Motyèinách;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Na plaváreò;Na plaváreò;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Na Skalici;Na Skalici;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Na Starej tehelni;Na Starej tehelni;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Tále;Na Tále;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Na Troskách;Na Troskách;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na úboèí;Na úboèí;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Na Uhlisku;Na Uhlisku;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Na Zábave;Na Zábave;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Nad pláou;Nad pláou;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Nám. ¼. Štúra;Nám. ¼. Štúra;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Nám. slobody;Nám. slobody;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Nám. Š. Moysesa;Nám. Š. Moysesa;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Námestie Ludvika Svobodu;Námestie Ludvika Svobodu;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Námestie SNP;Námestie SNP;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Národná;Národná;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Nemèianska cesta;Nemèianska cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Nešporova;Nešporova;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Nová;Nová;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Nové Kalište;Nové Kalište;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Novı Svet;Novı Svet;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Oblaèná;Oblaèná;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Odbojárov;Odbojárov;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Okruná;Okruná;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Opálová;Opálová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Oremburská;Oremburská;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Ortutská cesta;Ortutská cesta;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Ovèiarska ulica;Ovèiarska ulica;976 34;Tajov;Tajov;;Banská Bystrica
Ovocná;Ovocná;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pánska;Pánska;976 34;Tajov;Tajov;;Banská Bystrica
Partizánska cesta;Partizánska cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pestovate¾ská;Pestovate¾ská;974 09;Banská Bystrica 9;Banská Bystrica 1;;Banská Bystrica
Petelenova;Petelenova;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Petra Karvaša;Petra Karvaša;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pieninská;Pieninská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Plánková;Plánková;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Platinová ulica;Platinová ulica;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Pod Banošom;Pod Banošom;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Pod cintorínom;Pod cintorínom;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Pod Dúbravou;Pod Dúbravou;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Pod Hôrkou;Pod Hôrkou;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Pod Jesenskım vàškom;Pod Jesenskım vàškom;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pod Kalváriou;Pod Kalváriou;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pod rybou;Pod rybou;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pod Skalkou;Pod Skalkou;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Pod Stráòou;Pod Stráòou;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Pod Suchım vrchom;Pod Suchım vrchom;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Pod Turíèkou;Pod Turíèkou;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pod Urpínom;Pod Urpínom;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pod vysielaèom;Pod vysielaèom;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Podháj;Podháj;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Podjavorinskej;Podjavorinskej;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Podlavická cesta;Podlavická cesta;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Po¾ná;Po¾ná;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Po¾ovnícka;Po¾ovnícka;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Ponická ulica;Ponická ulica;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Povstalecká cesta;Povstalecká cesta;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Priehrada;Priehrada;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Priemyselná ulica;Priemyselná ulica;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Profesora Sáru;Profesora Sáru;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Pršianska cesta;Pršianska cesta;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Radomská;Radomská;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Radvaò;Radvaò;976 34;Tajov;Tajov;súpisné èíslo 14958;Banská Bystrica
Radvanská;Radvanská;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Rakytovská cesta;Rakytovská cesta;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
richtára Ondreja;richtára Ondreja;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Robotnícka;Robotnícka;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Rubínová;Rubínová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Rudelinova ulica;Rudelinova ulica;974 11;Banská Bystrica 11;Banská Bystrica 11;1-19,2A/610,20-54,56,58,87;Banská Bystrica
Rudlovská cesta;Rudlovská cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;è. 1-56,58, 87;Banská Bystrica
Rudlovská cesta;Rudlovská cesta;974 11;Banská Bystrica 11;Banská Bystrica 11;párne 86-116;Banská Bystrica
Rudlovská cesta;Rudlovská cesta;974 11;Banská Bystrica 11;Banská Bystrica 11;nepár. 55-63, 67,69-73,75,77,79-81,83,85;Banská Bystrica
Rudohorská;Rudohorská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Rumelková ulica;Rumelková ulica;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Ruttkaya Nedeckého;Ruttkaya Nedeckého;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Ruová;Ruová;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Sadová;Sadová;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Sásovská cesta;Sásovská cesta;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Senická cesta;Senická cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Severná;Severná;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Sitnianska;Sitnianska;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Skubínska cesta;Skubínska cesta;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Skuteckého;Skuteckého;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Sládkovièova;Sládkovièova;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Slneèná;Slneèná;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Slneèné stráne;Slneèné stráne;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Smaragdová;Smaragdová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Smreková;Smreková;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Sokolovská;Sokolovská;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Spojová;Spojová;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Starohorská;Starohorská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Stavebná;Stavebná;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Stolièková;Stolièková;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Stránska;Stránska;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Stráovská;Stráovská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Stredná;Stredná;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Strieborné námestie;Strieborné námestie;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Strmá;Strmá;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Stromová;Stromová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Stupy;Stupy;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Surovská;Surovská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Svetozára Straèinu;Svetozára Straèinu;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Š. Jurovského;Š. Jurovského;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Šalgotarjánska;Šalgotarjánska;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Šalkovská cesta;Šalkovská cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Šípková;Šípková;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Školská;Školská;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Šoltésovej;Šoltésovej;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Štadlerovo nábreie;Štadlerovo nábreie;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Štefánikovo nábreie;Štefánikovo nábreie;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Švermova;Švermova;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
T. Andrašovana;T. Andrašovana;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Tafírová;Tafírová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Tajovského;Tajovského;974 01;Banská Bystrica 1;Banská Bystrica 1;"1-20; párne è. 22-26";Banská Bystrica
Tajovského;Tajovského;974 09;Banská Bystrica 9;Banská Bystrica 9;25,28,29-59;Banská Bystrica
Tatranská;Tatranská;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Technická ulica;Technická ulica;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Terézie Vansovej;Terézie Vansovej;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Tibora Andrašovana;Tibora Andrašovana;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Tichá;Tichá;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Timravy;Timravy;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Topásová ulica;Topásová ulica;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Topo¾ová;Topo¾ová;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Trieda Hradca Králové;Trieda Hradca Králové;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Trieda SNP;Trieda SNP;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Trnková;Trnková;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Tulipánová;Tulipánová;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Tulská;Tulská;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Tyrkysová ulica;Tyrkysová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
U¾anská cesta;U¾anská cesta;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Ulica Jakuba Pribicera;Ulica Jakuba Pribicera;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Ulica Jána Móryho;Ulica Jána Móryho;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Ulica richtára Ondreja;Ulica richtára Ondreja;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Ulica Svetozára Straèinu;Ulica Svetozára Straèinu;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Ulièka;Ulièka;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Vajanského námestie;Vajanského námestie;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Veterná;Veterná;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Viestova;Viestova;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Višòová;Višòová;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Vàbová;Vàbová;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Vršacká ulica;Vršacká ulica;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Wolkerova;Wolkerova;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Zadarská ulica;Zadarská ulica;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Zafírová ulica;Zafírová ulica;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Záhradná;Záhradná;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
Záhumnie;Záhumnie;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Závoz;Závoz;974 09;Banská Bystrica 9;Banská Bystrica 9;;Banská Bystrica
Zdenka Mikulu;Zdenka Mikulu;974 11;Banská Bystrica 11;Banská Bystrica 11;;Banská Bystrica
Zelená;Zelená;974 04;Banská Bystrica 4;Banská Bystrica 4;;Banská Bystrica
Zimná;Zimná;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Zlatá;Zlatá;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Zvolenská cesta;Zvolenská cesta;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
Zvonèeková;Zvonèeková;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
elezná ulica;elezná ulica;974 05;Banská Bystrica 5;Banská Bystrica 5;;Banská Bystrica
eleznièiarska;eleznièiarska;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
ltı Piesok;ltı Piesok;974 01;Banská Bystrica 1;Banská Bystrica 1;;Banská Bystrica
1. mája;1. mája;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
29. augusta;29. augusta;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
8. mája;8. mája;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A. Bernoláka;A. Bernoláka;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A. Gwerkovej-Göllnerovej;A. Gwerkovej-Göllnerovej;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A. Kmea;A. Kmea;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A. Pécha;A. Pécha;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A. Sládkovièa;A. Sládkovièa;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
A.T.Sytnianskeho;A.T.Sytnianskeho;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Akademická;Akademická;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Antolská;Antolská;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
B. Nìmcovej;B. Nìmcovej;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
B. S. Timravy;B. S. Timravy;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Banícka;Banícka;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Banky;Banky;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Belianska;Belianska;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Belianske jazero;Belianske jazero;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Boèná;Boèná;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Botanická;Botanická;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Bratská;Bratská;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Brezová;Brezová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Budovate¾ská;Budovate¾ská;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Cintorínska;Cintorínska;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
D. Licharda;D. Licharda;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Debnárika;Debnárika;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Dolná;Dolná;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Dolná Resla;Dolná Resla;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Dolná ruová;Dolná ruová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Dr. Imricha Tótha;Dr. Imricha Tótha;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Dr. V. Clementisa;Dr. V. Clementisa;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Drevená;Drevená;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Drieòová;Drieòová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Druicová;Druicová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Drustevná;Drustevná;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Ïurka Langsfelda;Ïurka Langsfelda;966 15;Banská Belá;Banská Belá;1,2,3,4,5,6,7,8/1473;Banská Štiavnica
E. M. Šoltésovej;E. M. Šoltésovej;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Energetikov;Energetikov;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
F. Urbánka;F. Urbánka;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Farská;Farská;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
G. K. Zechentera-Laskomerského;G. K. Zechentera-Laskomerského;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Hadová;Hadová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Hájik;Hájik;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Hlavná;Hlavná;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Horná;Horná;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Horná Huta;Horná Huta;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Horná Resla;Horná Resla;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Horná ruová;Horná ruová;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Hutnícka;Hutnícka;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
I. Krasku;I. Krasku;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
Ilijská;Ilijská;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. A. Komenského;J. A. Komenského;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Augustu;J. Augustu;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Bottu;J. Bottu;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Fándlyho;J. Fándlyho;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. G. Tajovského;J. G. Tajovského;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Gagarina;J. Gagarina;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Hollého;J. Hollého;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Horáka;J. Horáka;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. I. Bajzu;J. I. Bajzu;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. K. Hella;J. K. Hella;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Kollára;J. Kollára;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Matušku;J. Matušku;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Palárika;J. Palárika;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J. Škultétyho;J. Škultétyho;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J.C.Hronského;J.C.Hronského;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J.Jesenského;J.Jesenského;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
J.M.Hurbana;J.M.Hurbana;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
K. Šmidkeho;K. Šmidkeho;969 01;Banská Štiavnica 1;Banská Štiavnica 1;;Banská Štiavnica
